ClientId,RaceId
283,2
284,1
285,2
286,1
287,1
288,1
289,3
290,2
291,1
292,3
293,2
294,2
295,2
296,2
297,5
298,1
299,1
300,1
301,1
302,1
303,2
304,2
305,1
306,1
307,1
308,1
309,1
310,2
311,3
312,1
313,1
314,1
315,2
316,2
317,2
318,1
319,1
320,1
321,2
322,1
323,1
324,2
325,1
326,1
327,1
328,1
329,1
329,3
330,1
331,1
332,1
333,2
334,2
335,1
336,2
337,1
338,2
339,1
340,2
341,1
342,2
343,2
344,1
345,1
346,1
347,1
348,2
349,2
350,2
351,1
352,1
353,1
354,2
355,2
356,1
357,1
358,3
359,1
360,2
361,1
362,1
363,2
364,1
365,2
366,1
367,2
368,1
369,1
370,1
371,1
372,2
373,1
374,1
375,1
376,2
376,5
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,2
385,5
386,1
387,2
388,1
389,1
390,1
391,1
392,2
393,1
394,3
395,2
396,2
397,1
398,2
399,1
400,1
401,1
402,1
403,1
404,2
405,1
406,2
407,1
408,1
409,2
410,1
411,2
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,2
420,1
421,1
422,1
423,1
424,3
425,1
426,1
427,1
428,1
429,1
430,2
431,3
432,2
433,2
434,2
435,1
436,1
437,2
438,3
439,2
440,1
441,2
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,2
454,1
455,1
456,1
457,1
458,1
459,1
460,2
461,1
462,2
463,1
464,1
465,1
466,2
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,2
475,1
476,2
477,1
478,2
479,2
480,1
481,1
482,1
483,1
484,2
485,1
486,1
487,1
488,1
489,1
490,2
491,1
492,1
493,2
494,1
495,1
496,1
497,2
498,1
499,1
500,1
501,1
502,2
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,3
514,1
515,1
516,1
517,3
518,1
519,1
520,2
521,1
522,5
523,2
524,5
525,1
526,2
527,2
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,3
541,2
542,1
543,1
544,2
545,1
546,1
547,1
548,1
549,3
550,2
551,2
552,1
553,2
554,2
555,2
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,2
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,2
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,2
594,1
595,5
596,2
597,2
598,1
599,2
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,2
608,1
609,2
610,1
611,2
612,1
613,2
614,1
615,1
616,1
617,1
618,1
619,1
620,2
621,1
622,1
623,1
624,1
625,1
626,1
627,2
628,2
629,1
630,1
631,1
632,1
633,2
634,2
635,2
636,1
636,2
637,1
638,2
639,1
640,1
641,1
642,1
643,2
644,1
645,2
646,3
647,1
648,1
649,1
650,2
651,1
652,1
653,1
654,1
655,1
656,2
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,2
665,2
666,1
667,1
668,1
669,2
670,1
671,1
672,1
673,2
674,1
675,1
676,1
677,2
678,3
679,1
680,1
681,1
682,2
683,2
684,1
685,1
686,2
687,1
688,2
689,2
690,1
691,2
692,1
693,1
694,1
695,1
696,2
697,1
698,2
699,1
700,1
701,2
702,1
703,2
704,2
705,1
706,2
707,1
708,1
709,1
710,1
711,1
712,1
713,2
714,2
715,1
716,2
717,1
718,1
719,2
720,3
721,2
722,1
723,2
724,1
725,2
726,1
727,2
728,1
729,2
730,3
731,1
732,2
733,1
734,1
735,1
736,1
737,1
738,2
739,1
740,1
741,2
742,1
743,2
744,2
745,1
746,1
747,1
748,1
749,2
750,5
751,2
752,1
753,2
754,2
755,1
756,2
757,1
758,1
759,1
760,1
761,2
762,1
763,1
764,1
765,1
766,1
767,2
768,2
769,1
770,2
771,1
772,3
773,1
774,1
775,1
776,1
777,1
778,2
778,5
779,1
780,2
781,1
782,2
783,1
784,1
785,1
786,2
787,1
788,1
789,1
790,2
791,1
792,1
793,2
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,2
805,3
806,3
807,3
808,2
809,2
810,2
811,1
812,2
813,1
814,1
815,2
816,5
817,1
818,1
819,2
820,1
821,1
822,1
823,2
824,1
825,3
826,1
827,2
828,1
829,1
830,1
831,3
832,2
833,1
834,2
835,1
836,1
837,1
837,2
838,1
839,1
840,1
841,1
842,2
843,1
844,1
845,1
846,1
847,1
848,2
849,1
850,3
851,1
852,2
853,2
854,1
855,1
856,1
857,2
858,5
859,1
859,5
860,1
861,2
862,2
863,2
864,2
865,2
866,2
867,2
868,1
869,1
870,2
871,1
872,2
873,2
874,1
875,1
876,1
877,1
878,1
879,1
879,2
880,1
881,1
882,1
883,2
884,1
885,1
886,1
887,1
888,2
889,1
890,1
891,1
892,1
893,1
894,1
895,2
896,1
897,1
898,2
899,1
900,2
901,1
902,1
903,1
904,1
905,2
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,2
914,1
915,1
916,1
917,1
918,1
919,1
920,2
921,2
922,1
923,2
924,1
925,1
926,1
927,1
928,1
929,1
930,2
931,1
932,2
933,1
934,1
935,1
936,2
936,5
937,1
938,1
939,1
940,1
941,3
942,1
943,1
944,1
945,2
946,1
947,1
948,1
949,1
950,1
951,2
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,1
972,2
973,2
974,2
975,1
976,2
977,2
978,1
979,1
980,1
981,1
981,2
982,1
983,1
984,1
985,1
986,1
987,2
988,1
989,1
990,2
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,5
1017,2
1018,1
1019,1
1020,1
1021,2
1022,1
1023,3
1024,1
1025,2
1026,2
1027,2
1028,2
1029,2
1030,1
1031,1
1032,1
1033,1
1034,1
1035,2
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,2
1044,1
1045,2
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,3
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,3
1067,1
1067,2
1068,1
1069,1
1070,2
1071,2
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,2
1110,1
1111,1
1112,2
1113,2
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,2
1122,2
1123,2
1124,1
1125,1
1126,3
1127,1
1128,1
1129,2
1130,2
1131,2
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1139,2
1140,2
1141,1
1142,1
1143,1
1144,1
1145,2
1146,1
1147,1
1148,1
1149,1
1150,1
1151,2
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,2
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,2
1176,2
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,3
1190,1
1191,1
1192,1
1193,3
1194,2
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,5
1210,2
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,2
1227,1
1228,1
1229,1
1230,5
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,2
1239,2
1240,1
1241,1
1242,2
1243,1
1244,2
1245,1
1246,1
1247,2
1248,1
1249,2
1250,1
1251,1
1252,1
1253,2
1254,1
1255,1
1256,2
1257,1
1258,1
1259,2
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,3
1274,2
1275,2
1276,1
1277,3
1278,1
1279,1
1280,1
1281,2
1282,1
1283,2
1284,2
1285,1
1286,1
1287,2
1288,2
1288,5
1289,1
1290,1
1291,2
1292,1
1293,1
1294,1
1295,2
1296,3
1297,1
1298,1
1299,1
1300,2
1301,1
1302,1
1303,1
1304,1
1305,2
1306,1
1307,1
1308,2
1309,1
1310,1
1311,1
1312,1
1313,2
1314,2
1315,2
1316,1
1317,2
1318,5
1319,1
1320,1
1321,2
1322,1
1323,5
1324,1
1325,1
1326,1
1327,2
1328,2
1329,2
1330,1
1331,1
1332,1
1333,1
1334,1
1335,2
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,2
1344,1
1345,2
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,2
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,2
1361,1
1362,2
1363,2
1364,2
1365,2
1366,2
1367,1
1368,2
1369,2
1370,1
1371,1
1372,2
1373,1
1374,1
1375,1
1376,2
1377,1
1378,2
1379,2
1380,1
1381,1
1382,2
1383,1
1384,1
1385,4
1386,2
1387,2
1388,1
1389,1
1390,5
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,2
1399,1
1400,2
1401,2
1402,1
1403,3
1404,2
1405,1
1406,3
1407,2
1408,2
1409,1
1410,1
1411,1
1412,2
1413,1
1414,1
1415,2
1416,2
1417,2
1418,2
1419,1
1420,1
1421,1
1422,1
1423,2
1424,1
1425,1
1426,2
1427,1
1428,2
1429,2
1430,1
1431,2
1432,2
1433,2
1434,1
1435,1
1436,1
1437,1
1438,2
1439,2
1440,1
1441,1
1442,1
1443,2
1444,1
1445,1
1446,2
1447,1
1448,1
1449,1
1450,2
1451,2
1452,1
1453,1
1454,1
1455,1
1456,1
1457,2
1458,1
1459,2
1460,1
1461,1
1462,1
1463,1
1464,1
1465,2
1466,1
1467,2
1468,1
1469,1
1470,1
1471,1
1472,2
1473,2
1474,2
1475,1
1476,2
1477,3
1478,1
1479,2
1480,1
1481,1
1482,1
1483,2
1484,1
1485,1
1486,1
1487,2
1488,1
1489,2
1490,3
1491,2
1492,2
1493,1
1494,2
1495,1
1496,1
1497,1
1498,2
1499,2
1500,1
1501,1
1502,2
1503,1
1504,2
1505,2
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,2
1516,1
1517,1
1518,1
1519,1
1520,2
1521,1
1522,2
1523,2
1524,1
1525,5
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,3
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,2
1542,1
1543,1
1544,1
1545,2
1546,1
1547,1
1548,1
1549,1
1550,1
1551,2
1552,2
1553,1
1554,5
1555,1
1556,2
1557,2
1558,1
1559,1
1560,1
1561,1
1562,1
1563,2
1564,1
1565,1
1566,1
1567,1
1568,1
1569,2
1570,2
1571,2
1572,1
1573,2
1574,2
1575,1
1576,2
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,2
1585,2
1586,1
1587,1
1588,2
1589,2
1590,4
1591,2
1592,1
1593,1
1594,1
1595,2
1596,2
1597,1
1598,1
1599,1
1600,2
1601,3
1602,1
1603,3
1604,1
1605,1
1606,1
1607,1
1608,2
1609,1
1610,2
1611,2
1612,1
1613,1
1614,1
1615,1
1616,2
1617,1
1618,2
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,2
1628,2
1629,2
1630,2
1631,2
1632,1
1633,1
1634,1
1635,2
1636,1
1637,2
1638,1
1639,2
1640,2
1641,5
1642,1
1643,1
1644,2
1645,3
1646,1
1647,2
1648,1
1649,1
1650,2
1651,1
1652,1
1653,1
1654,2
1655,1
1656,1
1657,2
1658,1
1659,2
1660,1
1661,1
1662,1
1663,1
1664,2
1665,1
1666,2
1667,1
1668,2
1669,1
1670,1
1671,1
1672,2
1673,2
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,2
1681,2
1682,2
1683,1
1684,1
1685,1
1686,1
1687,2
1688,1
1689,1
1690,1
1691,1
1692,1
1693,2
1694,1
1695,2
1696,1
1697,2
1698,1
1699,2
1700,2
1701,1
1702,1
1703,3
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,2
1715,2
1716,1
1717,2
1718,1
1719,2
1720,1
1721,1
1722,2
1723,1
1724,1
1725,1
1726,2
1727,2
1728,1
1729,1
1730,1
1731,2
1732,1
1733,1
1734,2
1735,1
1736,5
1737,1
1738,1
1739,1
1740,2
1741,1
1742,2
1743,1
1744,1
1745,1
1746,1
1747,1
1748,2
1749,1
1750,1
1751,1
1752,2
1753,1
1754,2
1755,1
1756,1
1757,1
1758,1
1759,1
1760,2
1761,1
1762,1
1763,1
1763,2
1764,2
1765,2
1766,2
1767,1
1768,1
1769,1
1770,3
1771,1
1772,1
1773,1
1774,2
1775,1
1776,1
1777,3
1778,2
1779,1
1780,2
1781,2
1782,1
1783,1
1784,1
1785,1
1786,1
1787,2
1788,1
1789,1
1790,1
1791,1
1792,1
1793,2
1794,2
1795,1
1796,1
1797,1
1798,2
1799,2
1800,2
1801,2
1802,1
1803,1
1804,2
1805,2
1806,1
1807,1
1808,2
1809,1
1810,2
1811,2
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,2
1820,2
1821,2
1822,1
1823,1
1823,3
1824,2
1825,2
1826,2
1827,1
1828,2
1829,1
1830,2
1831,1
1832,2
1833,2
1834,2
1835,1
1836,1
1837,2
1838,1
1839,1
1840,1
1841,1
1842,1
1843,2
1844,2
1844,5
1845,1
1846,1
1847,2
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,2
1855,1
1856,2
1857,1
1858,2
1859,1
1860,1
1861,1
1862,1
1863,1
1864,2
1865,1
1866,2
1867,1
1868,1
1869,1
1870,2
1871,1
1872,1
1873,1
1874,1
1875,2
1876,1
1877,2
1878,1
1879,1
1880,2
1881,3
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,2
1892,2
1893,1
1894,1
1895,2
1896,1
1897,2
1898,3
1899,2
1900,1
1901,2
1902,1
1903,2
1904,1
1905,1
1906,2
1907,1
1908,2
1909,2
1910,1
1911,1
1912,1
1913,3
1914,2
1915,1
1916,1
1917,1
1918,1
1919,1
1920,2
1921,2
1922,3
1923,2
1924,2
1925,2
1926,2
1927,1
1928,1
1929,2
1930,1
1931,2
1932,2
1933,1
1934,1
1935,2
1936,2
1937,2
1938,2
1939,2
1940,1
1941,1
1942,1
1943,2
1944,1
1945,2
1946,1
1947,1
1948,1
1949,2
1950,1
1951,2
1952,2
1953,2
1954,1
1955,3
1956,1
1957,1
1958,2
1959,1
1960,1
1961,1
1962,1
1963,1
1964,2
1965,1
1966,1
1967,1
1968,1
1969,1
1970,2
1971,1
1972,2
1973,2
1974,2
1975,2
1976,1
1977,1
1978,1
1979,1
1980,1
1981,2
1982,1
1983,2
1984,2
1985,1
1986,1
1987,1
1988,2
1989,2
1990,1
1991,3
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,2
2002,2
2003,1
2004,1
2005,2
2006,1
2007,1
2008,1
2009,1
2010,2
2011,1
2012,2
2013,1
2014,1
2015,1
2016,1
2017,2
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,2
2025,1
2026,2
2027,1
2028,1
2029,1
2030,1
2030,2
2031,5
2032,2
2033,1
2034,1
2035,2
2036,1
2037,1
2038,1
2039,2
2040,1
2041,1
2042,1
2043,2
2044,1
2045,1
2046,2
2047,2
2048,2
2049,2
2050,1
2051,1
2052,1
2053,2
2054,2
2055,1
2056,2
2057,2
2058,1
2059,2
2060,1
2061,2
2062,1
2063,2
2064,1
2065,2
2066,2
2067,2
2068,1
2069,2
2070,1
2070,5
2071,2
2072,2
2073,1
2074,2
2075,2
2076,3
2077,1
2078,1
2079,1
2080,1
2081,2
2082,2
2083,1
2084,2
2085,2
2086,1
2087,1
2088,1
2089,1
2090,2
2091,1
2092,1
2093,2
2094,2
2095,1
2096,5
2097,1
2098,3
2099,2
2100,2
2101,1
2102,2
2103,1
2104,1
2105,1
2106,2
2107,1
2108,2
2109,1
2110,1
2111,2
2112,1
2113,1
2114,1
2115,5
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,2
2126,1
2127,1
2128,2
2129,1
2130,3
2131,1
2132,1
2133,2
2134,1
2135,2
2135,5
2136,1
2137,1
2138,2
2139,2
2140,1
2141,2
2142,1
2143,1
2144,1
2145,2
2146,2
2147,2
2148,2
2149,1
2150,2
2151,1
2152,2
2153,1
2154,1
2155,2
2156,2
2157,1
2158,2
2159,2
2160,2
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,2
2169,1
2170,1
2171,1
2172,2
2173,1
2174,2
2175,1
2176,1
2177,1
2178,2
2179,1
2180,3
2181,2
2182,1
2183,1
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,2
2193,1
2194,1
2195,1
2196,1
2197,1
2198,5
2199,1
2200,2
2201,2
2202,1
2203,2
2204,1
2205,2
2206,3
2207,5
2208,1
2209,1
2210,1
2211,2
2212,1
2213,2
2214,1
2215,2
2216,1
2217,1
2218,1
2219,1
2220,2
2221,1
2222,1
2223,1
2224,2
2225,2
2226,1
2227,1
2228,1
2229,1
2230,1
2231,3
2232,3
2233,2
2234,1
2235,2
2236,5
2237,1
2238,1
2239,2
2240,4
2240,5
2241,2
2242,2
2243,1
2244,1
2245,1
2246,2
2247,2
2248,2
2249,1
2250,1
2251,1
2252,2
2253,2
2254,1
2255,2
2256,1
2257,1
2258,1
2259,1
2260,2
2261,1
2262,3
2263,3
2264,2
2265,1
2266,1
2267,1
2268,2
2269,1
2270,2
2271,1
2272,2
2273,2
2274,2
2275,2
2276,2
2277,2
2278,1
2279,2
2280,1
2281,1
2282,2
2283,2
2284,1
2285,1
2286,1
2287,2
2288,2
2289,2
2290,2
2291,1
2292,1
2292,2
2293,2
2294,1
2295,1
2296,2
2297,2
2298,1
2299,2
2300,1
2301,2
2302,2
2303,1
2304,1
2305,1
2306,3
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,2
2316,1
2317,2
2318,1
2319,1
2320,2
2321,2
2322,1
2323,1
2324,2
2325,1
2326,1
2327,2
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,3
2345,2
2346,2
2347,1
2348,2
2349,1
2350,1
2351,1
2352,1
2353,2
2354,1
2355,2
2356,1
2357,1
2358,1
2359,2
2360,2
2361,1
2362,1
2363,1
2364,2
2365,1
2366,2
2367,3
2368,1
2368,2
2369,2
2370,2
2371,1
2372,1
2373,1
2374,1
2375,2
2376,1
2377,2
2378,3
2379,1
2380,2
2381,2
2382,2
2383,1
2384,2
2385,1
2386,2
2387,1
2388,2
2389,1
2390,1
2391,1
2392,1
2393,2
2394,1
2395,2
2396,2
2397,2
2398,1
2399,1
2400,1
2401,1
2402,2
2403,1
2404,1
2405,2
2406,2
2407,1
2408,1
2409,2
2410,2
2411,1
2412,1
2413,1
2414,2
2415,1
2416,2
2417,2
2418,2
2419,2
2420,2
2421,1
2422,1
2423,2
2424,1
2425,1
2426,1
2427,1
2428,2
2429,2
2430,1
2431,2
2432,2
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,2
2442,1
2443,2
2444,2
2445,1
2446,2
2447,1
2448,1
2448,2
2449,1
2450,2
2451,2
2452,1
2453,1
2454,2
2455,1
2456,2
2457,1
2458,1
2458,2
2459,2
2460,1
2461,1
2462,1
2463,1
2464,1
2465,3
2466,1
2467,1
2468,1
2469,1
2470,2
2471,1
2472,1
2473,1
2474,1
2475,2
2476,1
2477,1
2478,2
2479,1
2480,1
2481,2
2482,2
2483,2
2484,2
2485,1
2486,1
2487,1
2488,2
2489,2
2490,1
2491,2
2492,2
2493,1
2494,1
2494,5
2495,1
2496,1
2497,2
2498,1
2499,2
2500,1
2501,1
2502,2
2503,1
2504,2
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,1
2512,1
2513,1
2514,2
2515,1
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,2
2524,2
2525,1
2526,2
2527,2
2528,1
2529,2
2530,1
2531,1
2532,2
2533,2
2534,2
2535,2
2536,1
2537,1
2538,1
2539,3
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,2
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2557,2
2558,1
2559,1
2560,2
2561,1
2562,1
2563,1
2564,1
2565,2
2566,2
2566,3
2567,1
2568,1
2569,1
2570,1
2571,1
2572,2
2573,2
2574,1
2575,1
2576,1
2577,2
2578,1
2579,2
2580,1
2581,4
2582,1
2583,1
2584,2
2585,2
2586,2
2587,1
2588,2
2589,1
2590,1
2591,1
2592,1
2593,2
2594,2
2595,1
2596,1
2597,1
2598,1
2599,1
2600,2
2601,2
2602,1
2603,2
2604,1
2605,1
2606,2
2607,1
2608,1
2609,2
2610,2
2611,1
2612,2
2613,2
2614,2
2615,2
2616,2
2617,2
2618,2
2619,1
2620,1
2621,1
2622,2
2623,1
2624,1
2625,2
2626,1
2627,2
2628,1
2628,2
2629,1
2630,1
2631,5
2632,2
2633,2
2634,1
2635,1
2636,2
2637,4
2638,1
2639,1
2640,1
2641,1
2642,1
2643,2
2644,1
2645,3
2646,2
2647,2
2648,3
2649,1
2650,1
2651,3
2652,2
2653,3
2654,1
2655,2
2656,1
2657,1
2658,1
2659,1
2660,2
2661,1
2662,1
2662,5
2663,1
2664,1
2665,1
2666,1
2667,1
2668,2
2669,1
2670,1
2671,1
2672,1
2673,1
2674,3
2675,2
2676,2
2677,1
2678,2
2679,2
2680,2
2681,1
2682,1
2683,2
2684,1
2684,2
2685,3
2686,3
2687,1
2688,2
2689,2
2690,1
2691,1
2692,2
2693,2
2694,2
2695,1
2696,2
2697,2
2698,1
2699,1
2700,1
2701,1
2702,1
2703,1
2704,2
2705,1
2706,1
2707,1
2708,2
2709,1
2710,1
2711,2
2712,2
2713,2
2714,2
2715,1
2715,2
2716,2
2717,1
2718,2
2719,1
2720,1
2721,1
2722,1
2723,1
2723,2
2724,1
2725,2
2726,1
2727,1
2728,2
2729,2
2730,1
2731,3
2732,2
2733,3
2734,1
2735,2
2736,1
2737,1
2738,1
2739,2
2740,1
2741,1
2742,2
2743,2
2744,5
2745,1
2746,1
2747,2
2748,1
2749,2
2750,4
2751,2
2752,1
2753,1
2754,1
2755,1
2756,2
2757,2
2758,1
2759,1
2760,2
2761,1
2762,2
2763,1
2764,2
2765,2
2766,1
2767,2
2768,1
2769,2
2770,2
2771,2
2772,2
2773,1
2774,1
2775,2
2776,1
2777,1
2778,1
2779,1
2780,2
2781,2
2782,2
2783,2
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,2
2800,2
2801,2
2802,2
2803,2
2804,1
2805,1
2806,2
2807,2
2808,1
2809,2
2810,1
2811,1
2811,5
2812,1
2813,1
2814,1
2815,1
2816,2
2817,2
2818,2
2819,3
2820,1
2821,5
2822,2
2823,2
2824,1
2825,5
2826,2
2827,2
2828,2
2829,1
2830,1
2831,1
2832,1
2833,2
2834,2
2835,2
2836,1
2837,1
2838,1
2839,2
2840,1
2841,1
2842,1
2843,2
2844,3
2845,2
2846,2
2847,2
2847,4
2848,1
2849,2
2850,2
2851,1
2852,2
2853,2
2854,1
2855,1
2856,1
2857,1
2858,1
2859,2
2860,1
2861,1
2862,2
2863,2
2864,2
2865,2
2866,1
2867,1
2868,2
2869,1
2870,2
2871,1
2872,1
2873,3
2874,2
2875,1
2876,2
2877,2
2878,1
2879,1
2880,2
2881,1
2882,1
2883,2
2884,1
2885,1
2886,2
2887,3
2888,1
2889,2
2890,2
2891,2
2892,1
2893,1
2894,1
2895,2
2896,1
2897,2
2898,1
2899,2
2900,1
2901,3
2902,1
2903,1
2903,2
2904,2
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,3
2913,1
2914,2
2915,1
2916,1
2917,2
2918,1
2919,2
2920,1
2920,2
2921,1
2922,3
2923,2
2924,1
2925,2
2926,2
2927,2
2928,2
2929,3
2930,3
2931,2
2932,2
2933,1
2934,1
2935,1
2936,1
2937,2
2938,2
2939,1
2940,1
2941,1
2942,2
2943,2
2944,1
2945,2
2946,2
2947,1
2948,1
2949,1
2950,1
2951,2
2952,1
2953,5
2954,2
2955,1
2956,1
2957,1
2958,1
2959,2
2960,1
